ID	LINE_IN_SOURCE	DOCULECT	CHINESE	CONCEPT	VALUE	SEGMENTS	CHARACTERS
4362	3860	Dancun	粗	coarse	t'u33; t'u33 p'i55	tʰ u ³³ + pʰ i ⁵⁵	
2639	2524	Dancun	舌苔	coating on the tongue	li32 teik55	l i ³² + t e i k ⁵⁵	積
3622	3340	Dancun	鞋匠	cobbler	pu55/ t\'iE55 hai22 lO55	p u ⁵⁵¯ + ʨʰ i ɛ ⁵⁵ + h a i ²² + l ɔ ⁵⁵	補／扯鞋佬
312	327	Dancun	公雞	cock	kai33 kKuN35	k a i ³³ + k ɬ u ŋ ³⁵	
318	332	Dancun	雞翎	cock's tail	kai33 mi55	k a i ³³ + m i ⁵⁵	雞尾
380	386	Dancun	蟑螂	cockroach	k'a22 t'at35	kʰ a ²² + tʰ a t ³⁵	
316	330	Dancun	雞冠	cockscomb	kai33 k'i21	k a i ³³ + kʰ i ²¹	雞旗
593	614	Dancun	雞冠花	cockscomb	kai33 kOn33 fa33; kai33 k'i21 fa33	k a i ³³ + k ɔ n ³³ + f a ³³	雞旗花
594	614	Dancun	雞冠花	cockscomb	kai33 kOn33 fa33; kai33 k'i21 fa33	k a i ³³ + kʰ i ²¹ + f a ³³	雞旗花
762	784	Dancun	椰子	coconut	ji<22 tu55	j i ‿ ²² + t u ⁵⁵	
577	598	Dancun	椰樹	coconut tree	jiE22 \i32	j i ɛ ²² + ɕ i ³²	
345	353	Dancun	繭	cocoon of the silkworm	t'am21 keiN55	tʰ a m ²¹ + k e i ŋ ⁵⁵	
1414	1390	Dancun	棺材	coffin	kOn33 t'Oi22	k ɔ n ³³ + tʰ ɔ i ²²	
3675	3400	Dancun	抬棺材的	coffin bearer	?ai32 leik35	ʔ a i ³² + l e i k ³⁵	大力
2471	2376	Dancun	靈	coffin containing a corpse	SeiN22 Sin22 ham22	ʃ e i ŋ ²² + ʃ i n ²² + h a m ²²	乘神 ? （出喪後做）
4475	3946	Dancun	巧，事情	coincidental	k'iEu55; k'i22 kai35	kʰ i ɛ u ⁵⁵	奇怪
4476	3946	Dancun	巧，事情	coincidental	k'iEu55; k'i22 kai35	kʰ i ²² + k a i ³⁵	奇怪
1905	1852	Dancun	輔幣	coins	{an55 Nan35	æ a n ⁵⁵ + ŋ a n ³⁵	散銀
4117	3705	Dancun	冷（天氣，東西）	cold	laN33; ?KuN33; ?KuN33 peiN51 K33	l a ŋ ³³	冷；凍；凍冰 ?
4118	3705	Dancun	冷（天氣，東西）	cold	laN33; ?KuN33; ?KuN33 peiN51 K33	ʔ ɬ u ŋ ³³	冷；凍；凍冰 ?
4119	3705	Dancun	冷（天氣，東西）	cold	laN33; ?KuN33; ?KuN33 peiN51 K33	ʔ ɬ u ŋ ³³ + p e i ŋ ⁵¹ + ɬ ³³	冷；凍；凍冰 ?
1285	1273	Dancun	領子	collar	liEN21	l i ɛ ŋ ²¹	
3603	3324	Dancun	同事	colleague	hKuN22 {u32	h ɬ u ŋ ²² + æ u ³²	
4294	3813	Dancun	顏色	color	seik55 \ui55	s e i k ⁵⁵ + ɕ u i ⁵⁵	色水
2202	2117	Dancun	顏色筆	color pencil	Nan22 \eik55 pit55; N55 Seik55 pit55	ŋ a n ²² + ɕ e i k ⁵⁵ + p i t ⁵⁵	五色筆
2203	2117	Dancun	顏色筆	color pencil	Nan22 \eik55 pit55; N55 Seik55 pit55	ŋ ⁵⁵ + ʃ e i k ⁵⁵ + p i t ⁵⁵	五色筆
1246	1238	Dancun	褪色	color runs	lat55 \eik55; hOt33 seik55	l a t ⁵⁵ + ɕ e i k ⁵⁵	脫色
1247	1238	Dancun	褪色	color runs	lat55 \eik55; hOt33 seik55	h ɔ t ³³ + s e i k ⁵⁵	脫色
4313	3830	Dancun	花（衣服）	colorful	*fa33 fa33 louk55 louk55; (fa33 li55 fa33 liu21 leiN22 k'Oi21 ka33 sai35 ja33)	f a ³³ + f a ³³ + l o u k ⁵⁵ + l o u k ⁵⁵	花花碌碌（花哩花柳蓮 ? 架勢呀）
4314	3830	Dancun	花（衣服）	colorful	*fa33 fa33 louk55 louk55; (fa33 li55 fa33 liu21 leiN22 k'Oi21 ka33 sai35 ja33)	f a ³³ + l i ⁵⁵ + f a ³³ + l i u ²¹ + l e i ŋ ²² + kʰ ɔ i ²¹ + k a ³³ + s a i ³⁵ + j a ³³	花花碌碌（花哩花柳蓮 ? 架勢呀）
3100	2895	Dancun	梳子	comb	\u35 (kOi33)	ɕ u ³⁵ + k ɔ i ³³	
18	17	Dancun	掃帚星	comet	{O33 pa55 {iEN35	æ ɔ ³³ + p a ⁵⁵ + æ i ɛ ŋ ³⁵	
1864	1796	Dancun	佣錢	commission	jKuN35	j ɬ u ŋ ³⁵	
4433	3912	Dancun	平凡	commonplace	p'eiN22 \iEN35	pʰ e i ŋ ²² + ɕ i ɛ ŋ ³⁵	
5172	4534	Dancun	比（你比他高）	comparative degree marker (e.g. you are taller than him)	ni33 kO33 kO33 k'ui33	n i ³³ + k ɔ ³³ + k ɔ ³³ + kʰ u i ³³	你高過佢
4270	3796	Dancun	凹	concave	*nip33	n i p ³³	
4084	3684	Dancun	專心	concentrated	*t\uOn33 {im33; hO55 haN55	ʨ u ɔ n ³³ + æ i m ³³	好肯
4085	3684	Dancun	專心	concentrated	*t\uOn33 {im33; hO55 haN55	h ɔ ⁵⁵ + h a ŋ ⁵⁵	好肯
1499	1478	Dancun	鋼筋水泥	concrete	SiEk21 Si55	ʃ i ɛ k ²¹ + ʃ i ⁵⁵	石屎
3438	3177	Dancun	偏房	concubine	t'iEp55 \i32	tʰ i ɛ p ⁵⁵ + ɕ i ³²	妾侍
4991	4390	Dancun	情況	condition	(mOt55 k'ui33 ki55 ?O21) jiEN35/ jeiN22 sai35	m ɔ t ⁵⁵ + kʰ u i ³³ + k i ⁵⁵ + ʔ ɔ ²¹ + j i ɛ ŋ ³⁵¯ + j e i ŋ ²² + s a i ³⁵	（乜佢幾何）樣／形勢
4518	3981	Dancun	品行	conduct	*pin55 haN22; pin55 haN32	p i n ⁵⁵ + h a ŋ ²²	
4519	3981	Dancun	品行	conduct	*pin55 haN22; pin55 haN32	p i n ⁵⁵ + h a ŋ ³²	
2551	2442	Dancun		congratulations	kKuN33 hi55	k ɬ u ŋ ³³ + h i ⁵⁵	恭喜
4059	3665	Dancun	良心	conscience	*puOn55 {im33	p u ɔ n ⁵⁵ + æ i m ³³	本心
4624	4047	Dancun	認真	conscientious	*Nin32 t\in33	ŋ i n ³² + ʨ i n ³³	
4550	4002	Dancun	有心	considerate	jiu33 {im33 \ui55	j i u ³³ + æ i m ³³ + ɕ u i ⁵⁵	有心水
66	73	Dancun	牛郎（星）	constellation of the Herd-boy	Nau22 lON22	ŋ a u ²² + l ɔ ŋ ²²	
3249	3029	Dancun	便祕	constipation	keik55 kKuN33; keik55 Si55	k e i k ⁵⁵ + k ɬ u ŋ ³³	結恭；結屎
3250	3029	Dancun	便祕	constipation	keik55 kKuN33; keik55 Si55	k e i k ⁵⁵ + ʃ i ⁵⁵	結恭；結屎
4108	3700	Dancun	甘心	contented, willing	*{im33 kam33 t'eiN33 Nun32; tak32 ki55 hO33	æ i m ³³ + k a m ³³ + tʰ e i ŋ ³³ + ŋ u n ³²	甘心情願；自己好
4109	3700	Dancun	甘心	contented, willing	*{im33 kam33 t'eiN33 Nun32; tak32 ki55 hO33	t a k ³² + k i ⁵⁵ + h ɔ ³³	甘心情願；自己好
1857	1791	Dancun	合同	contract	hap32 hKuN22	h a p ³² + h ɬ u ŋ ²²	
4692	4094	Dancun		contradictory (child)	fan55 ?au33 lai35; *fan55 ?ei33 lai35	f a n ⁵⁵ + ʔ a u ³³ + l a i ³⁵	反鬥來
4693	4094	Dancun		contradictory (child)	fan55 ?au33 lai35; *fan55 ?ei33 lai35	f a n ⁵⁵ + ʔ e i ³³ + l a i ³⁵	反鬥來
4469	3942	Dancun	方便	convenient	peiN32; fON33 peiN32	p e i ŋ ³²	
4470	3942	Dancun	方便	convenient	peiN32; fON33 peiN32	f ɔ ŋ ³³ + p e i ŋ ³²	
3639	3358	Dancun	廚子	cook	t\'ui35	ʨʰ u i ³⁵	
834	855	Dancun	米飯	cooked rice	fan32	f a n ³²	
4409	3891	Dancun	煮儆，煮軟	cooked till tender	nam22; nam22 pKuN33 K33	n a m ²²	
4410	3891	Dancun	煮儆，煮軟	cooked till tender	nam22; nam22 pKuN33 K33	n a m ²² + p ɬ u ŋ ³³ + ɬ ³³	
1143	1153	Dancun	炊具	cooking utensils	vOk21 vOk21 tS'aN33 tS'aN33	v ɔ k ²¹ + v ɔ k ²¹ + ʧʰ a ŋ ³³ + ʧʰ a ŋ ³³	鑊鑊 ? ?
4120	3706	Dancun	涼	cool	liEN22; *liEN22 \ON55; liEN22 tim33 K33	l i ɛ ŋ ²²	涼爽；涼浸 ?
4121	3706	Dancun	涼	cool	liEN22; *liEN22 \ON55; liEN22 tim33 K33	l i ɛ ŋ ²² + ɕ ɔ ŋ ⁵⁵	涼爽；涼浸 ?
4122	3706	Dancun	涼	cool	liEN22; *liEN22 \ON55; liEN22 tim33 K33	l i ɛ ŋ ²² + t i m ³³ + ɬ ³³	涼爽；涼浸 ?
724	752	Dancun	橙子	coolie orange	t\'aN35	ʨʰ a ŋ ³⁵	
1157	1170	Dancun	（涼茶）	cooling tea	liEN22 tS'a22	l i ɛ ŋ ²² + ʧʰ a ²²	
139	154	Dancun	銅	copper	hKuN22	h ɬ u ŋ ²²	
223	236	Dancun	交尾	copulation of animals	(t\i33) ?a55 tSKuN55	ʨ i ³³ + ʔ a ⁵⁵ + ʧ ɬ u ŋ ⁵⁵	（豬）打種
2160	2080	Dancun	字帖	copy slip	tu32 hiEp55	t u ³² + h i ɛ p ⁵⁵	
1167	1179	Dancun	燈心絨	corduroy	?aN33 {im33 NKuN22	ʔ a ŋ ³³ + æ i m ³³ + ŋ ɬ u ŋ ²²	
700	732	Dancun	芫荽	coriander	jOn22 {ai35	j ɔ n ²² + æ a i ³⁵	
1437	1418	Dancun	角落（屋子的）	corner	kOk21 lOk55 hau35; fON21 kOk21; hiEN33 ?ai55 kOk35; t'iEN22 kOk21; mOn22 kOk21	k ɔ k ²¹ + l ɔ k ⁵⁵ + h a u ³⁵	～～頭；房角；廳底角；牆角；門角
1438	1418	Dancun	角落（屋子的）	corner	kOk21 lOk55 hau35; fON21 kOk21; hiEN33 ?ai55 kOk35; t'iEN22 kOk21; mOn22 kOk21	f ɔ ŋ ²¹ + k ɔ k ²¹	～～頭；房角；廳底角；牆角；門角
1439	1418	Dancun	角落（屋子的）	corner	kOk21 lOk55 hau35; fON21 kOk21; hiEN33 ?ai55 kOk35; t'iEN22 kOk21; mOn22 kOk21	h i ɛ ŋ ³³ + ʔ a i ⁵⁵ + k ɔ k ³⁵	～～頭；房角；廳底角；牆角；門角
1440	1418	Dancun	角落（屋子的）	corner	kOk21 lOk55 hau35; fON21 kOk21; hiEN33 ?ai55 kOk35; t'iEN22 kOk21; mOn22 kOk21	tʰ i ɛ ŋ ²² + k ɔ k ²¹	～～頭；房角；廳底角；牆角；門角
1441	1418	Dancun	角落（屋子的）	corner	kOk21 lOk55 hau35; fON21 kOk21; hiEN33 ?ai55 kOk35; t'iEN22 kOk21; mOn22 kOk21	m ɔ n ²² + k ɔ k ²¹	～～頭；房角；廳底角；牆角；門角
2613	2496	Dancun	眼角	corners of the eyes	Nan55 mi55	ŋ a n ⁵⁵ + m i ⁵⁵	眼尾
2759	2644	Dancun	繭	corns on the feet	kai33 Nan55	k a i ³³ + ŋ a n ⁵⁵	雞眼
975	997	Dancun	荳粉	cornstarch	tiEN33 fun55	t i ɛ ŋ ³³ + f u n ⁵⁵	漿粉
3150	2940	Dancun	殭屍	corpse	{i55 Si33	æ i ⁵⁵ + ʃ i ³³	死屍
4494	3961	Dancun	對	correct	Nam55	ŋ a m ⁵⁵	
1429	1408	Dancun	走廊	corridor	laN21 hON35	l a ŋ ²¹ + h ɔ ŋ ³⁵	冷巷
583	604	Dancun	棉花	cotton	meiN22 fa33; mKuk32 meiN22	m e i ŋ ²² + f a ³³	木棉
584	604	Dancun	棉花	cotton	meiN22 fa33; mKuk32 meiN22	m ɬ u k ³² + m e i ŋ ²²	木棉
1161	1174	Dancun	棉布	cotton	hu55 pu33; hu55 pu35	h u ⁵⁵ + p u ³³	土布
1162	1174	Dancun	棉布	cotton	hu55 pu33; hu55 pu35	h u ⁵⁵ + p u ³⁵	土布
3252	3031	Dancun	咳嗽	cough	k'at55; {au33	kʰ a t ⁵⁵	
3253	3031	Dancun	咳嗽	cough	k'at55; {au33	æ a u ³³	
1793	1732	Dancun	縣	country	jON32; hOi22 san33 jOn32	j ɔ ŋ ³²	（台山縣）
1794	1732	Dancun	縣	country	jON32; hOi22 san33 jOn32	h ɔ i ²² + s a n ³³ + j ɔ n ³²	（台山縣）
1870	1802	Dancun	墟，集	country market or fair	N55 Nit33 jit55 kOi33 hui21 k'i22	ŋ ⁵⁵ + ŋ i t ³³ + j i t ⁵⁵ + k ɔ i ³³ + h u i ²¹ + kʰ i ²²	五日一個墟期
3544	3271	Dancun	鄉下人	countryfolk	hiEN33 ha32 lO55/ p'u21; kaN33 heiN22 kKuN55	h i ɛ ŋ ³³ + h a ³² + l ɔ ⁵⁵¯ + pʰ u ²¹	鄉下佬／婆；耕田公
3545	3271	Dancun	鄉下人	countryfolk	hiEN33 ha32 lO55/ p'u21; kaN33 heiN22 kKuN55	k a ŋ ³³ + h e i ŋ ²² + k ɬ u ŋ ⁵⁵	鄉下佬／婆；耕田公
1779	1719	Dancun	鄉下	countryside	hiEN33 ha35	h i ɛ ŋ ³³ + h a ³⁵	
4559	4008	Dancun	勇敢	courageous, brave	jKuN21 kam55	j ɬ u ŋ ²¹ + k a m ⁵⁵	
1475	1451	Dancun	天井	courtyard with a well	heiN33 tiEN55	h e i ŋ ³³ + t i ɛ ŋ ⁵⁵	
3466	3201	Dancun	姑表	cousins on father's side	ku33 piEu55	k u ³³ + p i ɛ u ⁵⁵	
3467	3202	Dancun	姨表	cousins on mother's side	ji22 piEu55	j i ²² + p i ɛ u ⁵⁵	
1108	1125	Dancun	罩	cover	kOi21	k ɔ i ²¹	蓋
1622	1578	Dancun	被子	covering	p'i21	pʰ i ²¹	
285	304	Dancun	母牛	cow	Nau22 na55	ŋ a u ²² + n a ⁵⁵	牛
4150	3724	Dancun	（地方）舒服	cozy	\i33 fKuk32	ɕ i ³³ + f ɬ u k ³²	
432	442	Dancun	螃蟹	crab	hai55	h a i ⁵⁵	
591	612	Dancun	海棠	crab apple	hOi55 hON22 fa33	h ɔ i ⁵⁵ + h ɔ ŋ ²² + f a ³³	
433	443	Dancun	蟹螯	crab's claws	hai55 k'iEm22	h a i ⁵⁵ + kʰ i ɛ m ²²	蟹鉗
434	445	Dancun	蟹黃	crab-spawn	hai55 kO33	h a i ⁵⁵ + k ɔ ³³	蟹膏
101	111	Dancun	縫	crack	liEp21; leik21 (hiEu22)	l i ɛ p ²¹	裂（條）
102	111	Dancun	縫	crack	liEp21; leik21 (hiEu22)	l e i k ²¹ + h i ɛ u ²²	裂（條）
279	296	Dancun	鶴	crane	hOk35; pak32 hOk35	h ɔ k ³⁵	白～
280	296	Dancun	鶴	crane	hOk35; pak32 hOk35	p a k ³² + h ɔ k ³⁵	白～
435	447	Dancun	小蟹	crayfish	kON33 hai55	k ɔ ŋ ³³ + h a i ⁵⁵	江蟹
4616	4044	Dancun	神經的	crazy	NEI32; Sin33 keiN33	ŋ ɛ ɪ ³²	
4617	4044	Dancun	神經的	crazy	NEI32; Sin33 keiN33	ʃ i n ³³ + k e i ŋ ³³	
1164	1176	Dancun	縐絹	crepe	tau33 pu33	t a u ³³ + p u ³³	～布
13	12	Dancun	月牙	crescent moon	Nut32 NO22 mi22	ŋ u t ³² + ŋ ɔ ²² + m i ²²	月娥眉
358	365	Dancun	蟋蟀	cricket	{eik55 {ut55	æ e i k ⁵⁵ + æ u t ⁵⁵	
1237	1232	Dancun	鉤針	crochet needle	Nau55 t\im35; tSeik55 tSim35	ŋ a u ⁵⁵ + ʨ i m ³⁵	織針
1238	1232	Dancun	鉤針	crochet needle	Nau55 t\im35; tSeik55 tSim35	ʧ e i k ⁵⁵ + ʧ i m ³⁵	織針
426	435	Dancun	鱷魚	crocodile	NOk55 Nui22	ŋ ɔ k ⁵⁵ + ŋ u i ²²	
4266	3794	Dancun	彎	crooked	*k'ouk55	kʰ o u k ⁵⁵	曲
4283	3807	Dancun	勾鼻子	crooked nose	kau33 pi32; *kEi33 pi35	k a u ³³ + p i ³²	
4284	3807	Dancun	勾鼻子	crooked nose	kau33 pi32; *kEi33 pi35	k ɛ i ³³ + p i ³⁵	
256	274	Dancun	嗉子	crop, craw	hai22; kai33 kKuk55 ?Oi32	h a i ²²	雞殼袋
257	274	Dancun	嗉子	crop, craw	hai22; kai33 kKuk55 ?Oi32	k a i ³³ + k ɬ u k ⁵⁵ + ʔ ɔ i ³²	雞殼袋
2617	2500	Dancun	眼斜	cross-eyed	?O21 Nan55	ʔ ɔ ²¹ + ŋ a n ⁵⁵	倒眼
1717	1662	Dancun	桶杷子	crossbar at the top of a Chinese bucket	hKuN55 piEN21	h ɬ u ŋ ⁵⁵ + p i ɛ ŋ ²¹	桶柄
1763	1704	Dancun	十字路	crossroad	sip32 tu32 lu32	s i p ³² + t u ³² + l u ³²	
263	280	Dancun	烏鴉	crow	vu33 ?a33	v u ³³ + ʔ a ³³	
4462	3935	Dancun	人擠	crowded with (people)	(hui21) kiEp32	h u i ²¹ + k i ɛ p ³²	（墟）狹
4551	4003	Dancun	殘忍	cruel	*t'an33 Nin21/ houk32	tʰ a n ³³ + ŋ i n ²¹¯ + h o u k ³²	殘忍／酷
661	699	Dancun	黃瓜	cucumber	vON22 ka35	v ɔ ŋ ²² + k a ³⁵	
4543	3997	Dancun	狡猾	cunning	vat32 hau35; *vat32 hEI35	v a t ³² + h a u ³⁵	猾頭
4544	3997	Dancun	狡猾	cunning	vat32 hau35; *vat32 hEI35	v a t ³² + h ɛ ɪ ³⁵	猾頭
1140	1150	Dancun	杯子	cup	pOi35; tS'a22 pOi33	p ɔ i ³⁵	茶杯
1141	1150	Dancun	杯子	cup	pOi35; tS'a22 pOi33	ʧʰ a ²² + p ɔ i ³³	茶杯
1550	1521	Dancun	碗櫥	cupboard	vOn55 ki32; vOn55 tSan32	v ɔ n ⁵⁵ + k i ³²	碗櫃，碗棧
1551	1521	Dancun	碗櫥	cupboard	vOn55 ki32; vOn55 tSan32	v ɔ n ⁵⁵ + ʧ a n ³²	碗櫃，碗棧
878	901	Dancun	臘鴨	cured duck	lap32 ?ap33	l a p ³² + ʔ a p ³³	
872	895	Dancun	臘味	cured meat	lap32 mi35	l a p ³² + m i ³⁵	
874	897	Dancun	香腸	cured sausage	lap32 t\'iEN35	l a p ³² + ʨʰ i ɛ ŋ ³⁵	
4053	3658	Dancun	罵人的話	curse words	lON22 {im33 na55/ hai33; ?iEu53	l ɔ ŋ ²² + æ i m ³³ + n a ⁵⁵¯ + h a i ³³	狼心／ ?
4054	3658	Dancun	罵人的話	curse words	lON22 {im33 na55/ hai33; ?iEu53	ʔ i ɛ u ⁵³	狼心／ ?
1861	1794	Dancun	顧客	customer	hak33; Nin22 hak33	h a k ³³	客；人客
1862	1794	Dancun	顧客	customer	hak33; Nin22 hak33	ŋ i n ²² + h a k ³³	客；人客
2487	2386	Dancun	風俗	customs	fKuN33 tKuk32; tKuk32 lai32	f ɬ u ŋ ³³ + t ɬ u k ³²	俗例
2488	2386	Dancun	風俗	customs	fKuN33 tKuk32; tKuk32 lai32	t ɬ u k ³² + l a i ³²	俗例
4579	4023	Dancun	可愛（小孩）	cute	*?ak55 ji33; teiN33 kai35	ʔ a k ⁵⁵ + j i ³³	得意
4580	4023	Dancun	可愛（小孩）	cute	*?ak55 ji33; teiN33 kai35	t e i ŋ ³³ + k a i ³⁵	得意
2701	2581	Dancun	倒刺	cuticle	\iu55 kap21 {u35	ɕ i u ⁵⁵ + k a p ²¹ + æ u ³⁵	手甲鬚
1014	1038	Dancun	砧板	cutting board	?im21 pan55; ?im21	ʔ i m ²¹ + p a n ⁵⁵	
1015	1038	Dancun	砧板	cutting board	?im21 pan55; ?im21	ʔ i m ²¹	
450	469	Dancun	烏賊	cuttle fish	mak32 Nui22	m a k ³² + ŋ u i ²²	墨魚
419	424	Dancun	鯪魚	dace	liEN22 Nui22	l i ɛ ŋ ²² + ŋ u i ²²	
590	610	Dancun	芍藥花	dahlia	\iEk55 jiEk35	ɕ i ɛ k ⁵⁵ + j i ɛ k ³⁵	
2588	2475	Dancun	頭垢	dandruff	hau22 p'i22; hau22 hOk33	h a u ²² + pʰ i ²²	頭皮；頭殼
2589	2475	Dancun	頭垢	dandruff	hau22 p'i22; hau22 hOk33	h a u ²² + h ɔ k ³³	頭皮；頭殼
4468	3941	Dancun	危險	dangerous	Nai22 hiEm55	ŋ a i ²² + h i ɛ m ⁵⁵	
4295	3814	Dancun	深顏色	dark color	\im33	ɕ i m ³³	
3474	3209	Dancun	女兒	daughter	nui55	n u i ⁵⁵	
3475	3210	Dancun	女婿	daughter's husband	nui55 {ai35; {ai21	n u i ⁵⁵ + æ a i ³⁵	
3476	3210	Dancun	女婿	daughter's husband	nui55 {ai35; {ai21	æ a i ²¹	
3484	3217	Dancun	外孫	daughter's son	NOi32 {un33	ŋ ɔ i ³² + æ u n ³³	
4770	4170	Dancun	天亮，黎明	dawn	mKuN55 heiN33 \i55	m ɬ u ŋ ⁵⁵ + h e i ŋ ³³ + ɕ i ⁵⁵	濛天時
4754	4154	Dancun	大後天	day after day after tomorrow	?ai32 hau21 Nit35	ʔ a i ³² + h a u ²¹ + ŋ i t ³⁵	
4753	4153	Dancun	後天	day after tomorrow	hau21 Nit35	h a u ²¹ + ŋ i t ³⁵	後日
4757	4157	Dancun	大前天	day before day before yesterday	?ai32 t'eiN22 Nit35	ʔ a i ³² + tʰ e i ŋ ²² + ŋ i t ³⁵	
4756	4156	Dancun	前天	day before yesterday	t'eiN22 kK33 Nit35	tʰ e i ŋ ²² + k ɬ ³³ + ŋ i t ³⁵	前個日
2351	2278	Dancun	忌辰	day to be avoided; anniversary of the death of a relative/friend	\aN33 ki32; {i55 ki32; \aN33 \in22; tu33 ki32	ɕ a ŋ ³³ + k i ³²	生忌；死忌；生辰；做忌
2352	2278	Dancun	忌辰	day to be avoided; anniversary of the death of a relative/friend	\aN33 ki32; {i55 ki32; \aN33 \in22; tu33 ki32	æ i ⁵⁵ + k i ³²	生忌；死忌；生辰；做忌
2353	2278	Dancun	忌辰	day to be avoided; anniversary of the death of a relative/friend	\aN33 ki32; {i55 ki32; \aN33 \in22; tu33 ki32	ɕ a ŋ ³³ + ɕ i n ²²	生忌；死忌；生辰；做忌
2354	2278	Dancun	忌辰	day to be avoided; anniversary of the death of a relative/friend	\aN33 ki32; {i55 ki32; \aN33 \in22; tu33 ki32	t u ³³ + k i ³²	生忌；死忌；生辰；做忌
4771	4171	Dancun	破曉	daybreak	hau32 lO55	h a u ³² + l ɔ ⁵⁵	
4765	4165	Dancun	白天	daytime	Nit35 (tK55 tu33 kKuN33)	ŋ i t ³⁵ + t ɬ ⁵⁵ + t u ³³ + k ɬ u ŋ ³³	日（? 做工）
1774	1712	Dancun	死巷	dead end street	kut32 hau22 hON32	k u t ³² + h a u ²² + h ɔ ŋ ³²	? 頭巷
1215	1218	Dancun	死結兒	dead knot	{i55 k'ak21	æ i ⁵⁵ + kʰ a k ²¹	
3179	2963	Dancun	耳朵聾	deaf	Ni55 lKuN22	ŋ i ⁵⁵ + l ɬ u ŋ ²²	
3558	3284	Dancun	聾	deaf	lKuN22; Ni55 lKuN22	l ɬ u ŋ ²²	
3559	3284	Dancun	聾	deaf	lKuN22; Ni55 lKuN22	ŋ i ⁵⁵ + l ɬ u ŋ ²²	
3557	3283	Dancun	聾子	deaf person	lKuN22 lO55/ p'u35	l ɬ u ŋ ²² + l ɔ ⁵⁵¯ + pʰ u ³⁵	聾佬／婆
1922	1866	Dancun	債	debt	t\ai33	ʨ a i ³³	
4547	3999	Dancun	（奸賴）	deceitful and shameless	*m22 Nin32 \i33/ jai22	m ²² + ŋ i n ³² + ɕ i ³³¯ + j a i ²²	唔認輸
4545	3998	Dancun	奸詐	deceitful, fraudulent	kan33; *kan33 vat32	k a n ³³	奸猾
4546	3998	Dancun	奸詐	deceitful, fraudulent	kan33; *kan33 vat32	k a n ³³ + v a t ³²	奸猾
4056	3661	Dancun	主意	decision, resolution	t\i55 ji33	ʨ i ⁵⁵ + j i ³³	
4237	3776	Dancun	深	deep	\im33	ɕ i m ³³	
1718	1663	Dancun	籮	deep open basket without handles or cover	lu22; kKuk55 lu22	l u ²²	穀籮
1719	1663	Dancun	籮	deep open basket without handles or cover	lu22; kKuk55 lu22	k ɬ u k ⁵⁵ + l u ²²	穀籮
239	249	Dancun	鹿	deer	lKuk35	l ɬ u k ³⁵	
5174	4536	Dancun	（他跑得快極了）	degree complement marker (e.g. he runs very fast)	tau55 ?ak33 fai33; tau55 hO55 fai35; (miEN22 tau55 ki55 fai35)	t a u ⁵⁵ + ʔ a k ³³ + f a i ³³	走得快；走好快；（唔曾走幾快）
5175	4536	Dancun	（他跑得快極了）	degree complement marker (e.g. he runs very fast)	tau55 ?ak33 fai33; tau55 hO55 fai35; (miEN22 tau55 ki55 fai35)	t a u ⁵⁵ + h ɔ ⁵⁵ + f a i ³⁵	走得快；走好快；（唔曾走幾快）
5176	4536	Dancun	（他跑得快極了）	degree complement marker (e.g. he runs very fast)	tau55 ?ak33 fai33; tau55 hO55 fai35; (miEN22 tau55 ki55 fai35)	m i ɛ ŋ ²² + t a u ⁵⁵ + k i ⁵⁵ + f a i ³⁵	走得快；走好快；（唔曾走幾快）
2301	2232	Dancun	神	deity	\in22; heiN33 \in22	ɕ i n ²²	天神
2302	2232	Dancun	神	deity	\in22; heiN33 \in22	h e i ŋ ³³ + ɕ i n ²²	天神
4157	3730	Dancun	好吃	delicious	hO55 hiEk33	h ɔ ⁵⁵ + h i ɛ k ³³	
4515	3979	Dancun	儀表	demeanor, bearing	*Ni22 piau55; Ni32 piau55	ŋ i ²² + p i a u ⁵⁵	
4516	3979	Dancun	儀表	demeanor, bearing	*Ni22 piau55; Ni32 piau55	ŋ i ³² + p i a u ⁵⁵	
4357	3858	Dancun	密	dense	mit32; mit32 tit55 tit55	m i t ³²	
4358	3858	Dancun	密	dense	mit32; mit32 tit55 tit55	m i t ³² + t i t ⁵⁵ + t i t ⁵⁵	
3329	3088	Dancun	逃兵	deserter	*hau22 peiN33	h a u ²² + p e i ŋ ³³	
4548	4000	Dancun	陰險	designing	jim33 ?Kuk32	j i m ³³ + ʔ ɬ u k ³²	陰毒
1568	1535	Dancun	書桌	desk	\i33 hOi35	ɕ i ³³ + h ɔ i ³⁵	
1785	1725	Dancun	亡國	destruction of a nation	mON22 kOk55	m ɔ ŋ ²² + k ɔ k ⁵⁵	
3997	3621	Dancun	可惡	detestable	*lEi33 Nin22 taN35; liu22 Nin22 taN35	l ɛ i ³³ + ŋ i n ²² + t a ŋ ³⁵	逗人憎
3998	3621	Dancun	可惡	detestable	*lEi33 Nin22 taN35; liu22 Nin22 taN35	l i u ²² + ŋ i n ²² + t a ŋ ³⁵	逗人憎
51	53	Dancun	露水	dew	mu32 \ui55	m u ³² + ɕ u i ⁵⁵	
157	171	Dancun	鑽石	diamond	tOn33 \iEk35	t ɔ n ³³ + ɕ i ɛ k ³⁵	
1347	1328	Dancun	尿布	diaper	\i55 p'eiN55	ɕ i ⁵⁵ + pʰ e i ŋ ⁵⁵	
