TC 	SC 	PY 	MC 	MCI 	MCF 	MCT 	OC 	Gloss
皇 	皇 	huáng 	hwang 	h- 	-wang 	even 	*ɢʷˁaŋ {*[ɢ]ʷˁaŋ} 	sovereign
徨 	徨 	huáng 	hwang 	h- 	-wang 	even 	*ɢʷˁaŋ {*[ɢ]ʷˁaŋ} 	bang-hwang hesitate
蝗 	蝗 	huáng 	hwang 	h- 	-wang 	even 	*ɢʷˁaŋ {*[ɢ]ʷˁaŋ} 	locust
煌 	煌 	huáng 	hwang 	h- 	-wang 	even 	*ɢʷˁaŋ {*[ɢ]ʷˁaŋ} 	brilliant
隍 	隍 	huáng 	hwang 	h- 	-wang 	even 	*ɢʷˁaŋ {*[ɢ]ʷˁaŋ} 	moat
詤 	詤 	huǎng 	xwang 	x- 	-wang 	even 	*m̥ˁaŋ 	nonsense, lies
慌 	慌 	huǎng 	xwangX 	x- 	-wang 	rising 	*m̥ˁaŋʔ 	confused
芒 	芒 	huǎng 	xwangX 	x- 	-wang 	rising 	*m̥ˁaŋʔ 	obscure, confused
詤 	詤 	huǎng 	xwangX 	x- 	-wang 	rising 	*m̥ˁaŋʔ 	lies
隓 	隓 	huī 	dwaX 	d- 	-wa 	rising 	*lˁojʔ 	destroy
徽 	徽 	huī 	xjwɨj 	x- 	-jwɨj 	even 	*m̥əj 	rope
揮 	挥 	huī 	xjwɨj 	x- 	-jwɨj 	even 	*qʷʰər 	wave, brandish
暉 	晖 	huī 	xjwɨj 	x- 	-jwɨj 	even 	*qʷʰər 	light, bright(ness)
楎 	楎 	huī 	xjwɨj 	x- 	-jwɨj 	even 	*qʷʰər 	clothes-peg
輝 	辉 	huī 	xjwɨj 	x- 	-jwɨj 	even 	*qʷʰər 	bright
煇 	煇 	huī 	xjwɨj 	x- 	-jwɨj 	even 	*qʷʰər 	brilliant
墮 	堕 	huī 	xjwie 	x- 	-jwie 	even 	*l̥oj (W. dial. *l̥- › x) 	destroy
隳 	隳 	huī 	xjwie 	x- 	-jwie 	even 	*l̥oj 	destroy
虺 	虺 	huī 	xwoj 	x- 	-woj 	even 	*r̥ˁuj {*[r̥]ˁu[j]} (dial. *r̥- › x-) 	exhausted, weary
回 	回 	huí 	hwoj 	h- 	-woj 	even 	*ɢʷˁəj {*[ɢ]ʷˁəj} 	go round
迴 	迴 	huí 	hwoj 	h- 	-woj 	even 	*ɢʷˁəj {*[ɢ]ʷˁəj} 	revolve
𤈦 	𤈦 	huǐ 	xjwɨjX 	x- 	-jwɨj 	rising 	*m̥əjʔ 	burn
虺 	虺 	huǐ 	xjwɨjX 	x- 	-jwɨj 	rising 	*r̥ujʔ {*[r̥]u[j]ʔ} (dial. *r̥- › x-) 	snake-brood
毀 	毁 	huǐ 	xjweX 	x- 	-jwe 	rising 	*m̥ajʔ {*[m̥](r)ajʔ} 	demolish
烜 	烜 	huǐ 	xjweX 	x- 	-jwe 	rising 	*qʷʰarʔ (dial. *-r › *-j) 	sunlight
悔 	悔 	huǐ 	xwojX 	x- 	-woj 	rising 	*m̥ˁəʔ 	regret, repent
穢 	秽 	huì 	ʔjwojH 	ʔ- 	-jwoj 	departing 	*qʷat-s 	bad weeds; filth
會 	会 	huì 	hwajH 	h- 	-waj 	departing 	*m-kˁop-s 	come together
慧 	慧 	huì 	hwejH 	h- 	-wej 	departing 	*ɢʷˁet-s {*[ɢ]ʷˁe[t]-s} 	intelligent
惠 	惠 	huì 	hwejH 	h- 	-wej 	departing 	*ɢʷˁij-s {*[ɢ]ʷˁi[j]-s} 	kind, good
輠 	輠 	huì 	hwojX 	h- 	-woj 	rising 	*ɡˁurʔ {*[ɡ]ˁurʔ} 	turn around (as a wheel)
喙 	喙 	huì 	tsyhwejH 	tsyh- 	-jwej 	departing 	*t-l̥ot-s {*t-l̥o[t]-s} 	snout; to pant
喙 	喙 	huì 	tsyhwejH 	tsyh- 	-jwej 	departing 	*t-l̥ot-s {*t-l̥o[t]-s} 	snout; to pant
隋 	隋 	huì 	xjwieH 	x- 	-jwie 	departing 	*l̥oj-s (W. dial. *l̥- › x) 	shred sacrificial meat
喙 	喙 	huì 	xjwojH 	x- 	-jwoj 	departing 	*l̥or-s {*l̥o[r]-s} (*l̥- › x- dialect) 	snout; to pant
顪 	顪 	huì 	xjwojH 	x- 	-jwoj 	departing 	*qʷʰat-s 	beard
翽 	翙 	huì 	xwajH 	x- 	-waj 	departing 	*qʷʰˁat-s 	rustling of wings
誨 	诲 	huì 	xwojH 	x- 	-woj 	departing 	*m̥ˁə-s {*m̥ˁə()-s} 	instruct
晦 	晦 	huì 	xwojH 	x- 	-woj 	departing 	*m̥ˁək-s 	last day of a moon; dark
靧 	靧 	huì 	xwojH 	x- 	-woj 	departing 	*qʰˁuj-s 	wash the face
賄 	贿 	huì 	xwojX 	x- 	-woj 	rising 	*qʷʰˁəʔ 	property, valuables
彗 	彗 	huì 	zjwejH 	z- 	-jwej 	departing 	*s-ɢʷet-s {*s-[ɢ]ʷe[t]-s} 	broom; comet
昏 	昏 	hūn 	xwon 	x- 	-won 	even 	*m̥ˁun {*m̥ˁu[n]} 	dusk, dark
渾 	浑 	hún 	hwon 	h- 	-won 	even 	*ɡˁur {*[ɡ]ˁur} 	chaotic
魂 	魂 	hún 	hwon 	h- 	-won 	even 	*m.qʷˁən {*[m.]qʷˁə[n]} 	spiritual soul
楎 	楎 	hún 	hwon 	h- 	-won 	even 	*ɢʷˁər {*[ɢ]ʷˁər} 	seed-plow
渾 	浑 	hún 	hwonX 	h- 	-won 	rising 	*ɡˁur {*[ɡ]ˁurʔ} 	chaotic
火 	火 	huǒ 	xwaX 	x- 	-wa 	rising 	*qʷʰˁəjʔ {*[qʷʰ]ˁəjʔ} 	fire
穫 	获 	huò 	hwak 	h- 	-wak 	entering 	*ɢʷˁak {*[ɢ]ʷˁak} 	reap
蒦 	蒦 	huò 	hwɛk 	h- 	-wɛk 	entering 	*m-qʷˁrak 	catch, get
獲 	获 	huò 	hwɛk 	h- 	-wɛk 	entering 	*m-qʷˁrak 	catch (v.)
或 	或 	huò 	hwok 	h- 	-wok 	entering 	*ɢʷˁək {*[ɢ]ʷˁək} 	some; or
惑 	惑 	huò 	hwok 	h- 	-wok 	entering 	*ɢʷˁək {*[ɢ]ʷˁək} 	deceive
貨 	货 	huò 	xwaH 	x- 	-wa 	departing 	*qʷʰˁaj-s 	(movable) property, goods
濊 	濊 	huò 	xwat 	x- 	-wat 	entering 	*qʷʰˁat 	sound of water
屐 	屐 	jī 	gjæk 	g- 	-jæk 	entering 	*Cə.ɡrek {*Cə.[ɡ]rek} 	wooden sandal
雞 	鸡 	jī 	kej 	k- 	-ej 	even 	*kˁe 	fowl, chicken
鷄 	鷄 	jī 	kej 	k- 	-ej 	even 	*kˁe {*(C.)kˁe} 	fowl
枅 	枅 	jī 	kej 	k- 	-ej 	even 	*kˁer {*[k]ˁer} (dial. *-r › *-j) 	crosspiece of wood on top of pillar
笄 	笄 	jī 	kej 	k- 	-ej 	even 	*kˁer {*[k]ˁe[r]} (dial. *-r › *-j) 	hairpin
稽 	稽 	jī 	kej 	k- 	-ej 	even 	*kˁij 	accord with
稽 	稽 	jī 	kej 	k- 	-ej 	even 	*kˁij 	cultivate (field)
稽 	稽 	jī 	kej 	k- 	-ej 	even 	*kˁij 	calculate
激 	激 	jī 	kek 	k- 	-ek 	entering 	*kˁewk {*[k]ˁewk} 	dam up and cause to rush up (of water)
擊 	击 	jī 	kek 	k- 	-ek 	entering 	*kˁik 	strike (v.)
稽 	稽 	jī 	khejX 	kh- 	-ej 	rising 	*kʰˁijʔ {*[kʰ]ˁijʔ} 	bow the head to the ground
基 	基 	jī 	ki 	k- 	-i 	even 	*kə {*k(r)ə} 	base (n.)
姬 	姬 	jī 	ki 	k- 	-i 	even 	*kə {*[k](r)ə} 	(family name)
箕 	箕 	jī 	ki 	k- 	-i 	even 	*kə {*k(r)ə} 	winnowing basket
飢 	饥 	jī 	kij 	k- 	-ij 	even 	*Cə.k‹r›əj {*Cə.k‹r›ə[j]} 	hungry
肌 	肌 	jī 	kij 	k- 	-ij 	even 	*krəj {*krə[j]} 	flesh
机 	机 	jī 	kijX 	k- 	-ij 	rising 	*krəjʔ 	small table, stool
幾 	几 	jī 	kjɨj 	k- 	-jɨj 	even 	*kəj 	small; almost
機 	机 	jī 	kjɨj 	k- 	-jɨj 	even 	*kəj 	mechanism
饑 	饑 	jī 	kjɨj 	k- 	-jɨj 	even 	*kəj {*kə[j]} 	famine
奇 	奇 	jī 	kje 	k- 	-je 	even 	*kaj {*[k](r)aj} 	odd (number)
羈 	羁 	jī 	kje 	k- 	-je 	even 	*kraj 	bridle,halter
躋 	跻 	jī 	tsej 	ts- 	-ej 	even 	*tsˁəj {*[ts]ˁəj} 	ascend
績 	绩 	jī 	tsek 	ts- 	-ek 	entering 	*tsˁek {*[ts]ˁek} 	twist, spin
積 	积 	jī 	tsjek 	ts- 	-jek 	entering 	*tsek {*[ts]ek} 	accumulate
集 	集 	jí 	dzip 	dz- 	-ip 	entering 	*dzəp {*(Cə.)[dz][ə]p} 	gather, collect
疾 	疾 	jí 	dzit 	dz- 	-it 	entering 	*dzit {*[dz]i[t]} 	sickness
籍 	籍 	jí 	dzjek 	dz- 	-jek 	entering 	*dzak {*[dz]Ak} 	register (n.)
藉 	藉 	jí 	dzjek 	dz- 	-jek 	entering 	*dzak {*[dz]Ak} 	tribute (n.)
極 	极 	jí 	gik 	g- 	-ik 	entering 	*N-kək {*N-k(r)ək} 	extreme
及 	及 	jí 	gip 	g- 	-ip 	entering 	*m-k-rəp {*[m-k-]rəp} 	reach
棘 	棘 	jí 	kik 	k- 	-ik 	entering 	*krək 	thorns
急 	急 	jí 	kip 	k- 	-ip 	entering 	*kəp {*[k](r)[ə]p} 	urgent
吉 	吉 	jí 	kjit 	k- 	-jit 	entering 	*C.qit {*C.qi[t]} (*C.q- › *k-, escaping palatalization) 	auspicious
即 	即 	jí 	tsik 	ts- 	-ik 	entering 	*tsik {*[ts]ik} 	go to
即 	即 	jí 	tsik 	ts- 	-ik 	entering 	*tsik {*[ts]ik} 	thereupon
堲 	堲 	jí 	tsit 	ts- 	-it 	entering 	*tsik 	masonry
楫 	楫 	jí 	tsjep 	ts- 	-jep 	entering 	*tsəp {*[ts]əp} V! 	oar
濈 	濈 	jí 	tsrip 	tsr- 	-ip 	entering 	*s.q‹r›ip {*s.q‹r›[i]p} 	crowded together
己 	己 	jǐ 	kiX 	k- 	-i 	rising 	*kəʔ {*k(r)əʔ} 	6th heavenly stem
紀 	纪 	jǐ 	kiX 	k- 	-i 	rising 	*kəʔ {*k(r)əʔ} 	leading thread
几 	几 	jǐ 	kijX 	k- 	-ij 	rising 	*krəjʔ 	stool
給 	给 	jǐ 	kip 	k- 	-ip 	entering 	*kəp {*[k](r)[ə]p} 	furnish
幾 	几 	jǐ 	kjɨjX 	k- 	-jɨj 	rising 	*kəjʔ 	few; how many
戟 	戟 	jǐ 	kjæk 	k- 	-jæk 	entering 	*krak {*[k]rak} 	a kind of lance
濟 	济 	jǐ 	tsejX 	ts- 	-ej 	rising 	*tsˁijʔ {*[ts]ˁijʔ} 	numerous
濟 	济 	jǐ 	tsejX 	ts- 	-ej 	rising 	*tsˁəjʔ {*[ts]ˁəjʔ} 	stately
脊 	脊 	jǐ 	tsjek 	ts- 	-jek 	entering 	*tsek {*[ts]ek} 	spine, backbone
寂 	寂 	jì 	dzek 	dz- 	-ek 	entering 	*s-dˁiwk {*s-[d]ˁiwk} 	quiet#
忌 	忌 	jì 	giH 	g- 	-i 	departing 	*m-kə-s {*m-k(r)ə-s} 	warn
暨 	暨 	jì 	gijH 	g- 	-ij 	departing 	*ɡrəp-s {*[ɡ]rə[p]-s} 	reach to
踦 	踦 	jì 	gjeX 	g- 	-je 	rising 	*ɡajʔ {*[ɡ](r)ajʔ} 	stand (Min dialects)
伎 	伎 	jì 	gjeX 	g- 	-je 	rising 	*ɡreʔ {*[ɡ]reʔ} 	skill
技 	技 	jì 	gjeX 	g- 	-je 	rising 	*ɡreʔ {*[ɡ]reʔ} 	skill
悸 	悸 	jì 	gjwijH 	g- 	-jwij 	departing 	*ɡʷit-s {*[ɡ]ʷi[t]-s} 	agitated
繫 	系 	jì 	kejH 	k- 	-ej 	departing 	*Cə.kˁe-s 	tie (v.)
計 	计 	jì 	kejH 	k- 	-ej 	departing 	*kˁij-s 	calculate
髻 	髻 	jì 	kejH 	k- 	-ej 	departing 	*kˁit-s {*kˁi[t]-s} 	hair-knot, chignon
記 	记 	jì 	kiH 	k- 	-i 	departing 	*C.kə-s {*C.k(r)ə()-s} 	record (v.)
記 	记 	jì 	kiH 	k- 	-i 	departing 	*C.kə-s {*C.k(r)ə()-s} 	record (v.)
冀 	冀 	jì 	kijH 	k- 	-ij 	departing 	*krək-s {*[k]rə[k]-s} (dial. › *[k]rət-s ?) 	hope
既 	既 	jì 	kjɨjH 	k- 	-jɨj 	departing 	*kət-s {*[k]ə[t]-s} 	complete (v.)
寄 	寄 	jì 	kjeH 	k- 	-je 	departing 	*C.kaj-s {*C.[k](r)aj-s} 	entrust to
猘 	猘 	jì 	kjejH 	k- 	-jej 	departing 	*k‹r›et-s {*k‹r›e[t]-s} 	mad (dog)
瘈 	瘈 	jì 	kjiejH 	k- 	-jiej 	departing 	*ket-s {*ke[t]-s} (dial. › k-) 	mad (dog)
季 	季 	jì 	kjwijH 	k- 	-jwij 	departing 	*kʷit-s {*kʷi[t]-s} 	youngest
濟 	济 	jì 	tsejH 	ts- 	-ej 	departing 	*tsˁij-s {*[ts]ˁ[i]j(ʔ)-s} 	cross a stream; rescue
濟 	济 	jì 	tsejH 	ts- 	-ej 	departing 	*tsˁij-s {*[ts]ˁ[i]j(ʔ)-s} 	stop
績 	绩 	jì 	tsek 	ts- 	-ek 	entering 	*tsˁek {*[ts]ˁek} 	achieve; achievement
稷 	稷 	jì 	tsik 	ts- 	-ik 	entering 	*tsək {*[ts]ək} 	millet (Setaria italica)
際 	际 	jì 	tsjejH 	ts- 	-jej 	departing 	*tsap-s {*[ts]ap-s} 	connection
祭 	祭 	jì 	tsjejH 	ts- 	-jej 	departing 	*tset-s {*[ts]et-s} 	sacrifice
穄 	穄 	jì 	tsjejH 	ts- 	-jej 	departing 	*tset-s {*[ts][e][t]-s} 	de-husked grains of Panicum m., nin-glutinous.
跡 	迹 	jì 	tsjek 	ts- 	-jek 	entering 	*tsek {*[ts]ek} 	footprint, traces
𨒪 	𨒪 	jì 	tsjek 	ts- 	-jek 	entering 	*tsek {*[ts]ek} 	footprint, traces
迹 	迹 	jì 	tsjek 	ts- 	-jek 	entering 	*tsek {*[ts]ek} 	footprint, traces
蹟 	蹟 	jì 	tsjek 	ts- 	-jek 	entering 	*tsek {*[ts]ek} 	footprint, traces
嘉 	嘉 	jiā 	kæ 	k- 	-æ 	even 	*kˁ‹r›aj 	excellent
豭 	豭 	jiā 	kæ 	k- 	-æ 	even 	*kˁra 	boar
家 	家 	jiā 	kæ 	k- 	-æ 	even 	*kˁra 	household
加 	加 	jiā 	kæ 	k- 	-æ 	even 	*kˁraj 	add
梜 	梜 	jiā 	kæp 	k- 	-æp 	entering 	*kˁ‹r›ep 	chopsticks
夾 	夹 	jiā 	kɛp 	k- 	-ɛp 	entering 	*C.kˁ‹r›ep 	press between
戛 	戛 	jiá 	kɛt 	k- 	-ɛt 	entering 	*kˁrik {*kˁri[k]} 	a kind of lance
假 	假 	jiǎ 	kæX 	k- 	-æ 	rising 	*Cə.kˁraʔ 	borrow; false
叚 	叚 	jiǎ 	kæX 	k- 	-æ 	rising 	*kˁraʔ 	borrow#borrow
斝 	斝 	jiǎ 	kæX 	k- 	-æ 	rising 	*kˁraʔ {*[k]ˁraʔ} 	a kind of ritual vessel
假 	假 	jiǎ 	kæX 	k- 	-æ 	rising 	*kˁraʔ 	great
甲 	甲 	jiǎ 	kæp 	k- 	-æp 	entering 	*kˁrap {*[k]ˁr[a]p} 	1st heavenly stem; shell
賈 	贾 	jià 	kæH 	k- 	-æ 	departing 	*C.qˁ‹r›aʔ-s 	price
價 	价 	jià 	kæH 	k- 	-æ 	departing 	*C.qˁ‹r›aʔ-s 	price
稼 	稼 	jià 	kæH 	k- 	-æ 	departing 	*kˁra-s 	grain; sow (v.)
駕 	驾 	jià 	kæH 	k- 	-æ 	departing 	*kˁraj-s 	hitch horses to a chariot
嫁 	嫁 	jià 	kæH 	k- 	-æ 	departing 	*s.kˁra-s 	marry
佳 	佳 	jia 	kɛ 	k- 	-ɛ 	even 	*kˁre {*[k]ˁre} 	good
戔 	戋 	jiān 	dzan 	dz- 	-an 	even 	*dzˁan {*[dz]ˁa[n]} 	kill; cruel
監 	监 	jiān 	kæm 	k- 	-æm 	even 	*kˁram {*[k]ˁram} 	inspect
姦 	奸 	jiān 	kæn 	k- 	-æn 	even 	*kˁran {*[k]ˁran} 	wicked(ness)
蕑 	蕑 	jiān 	kɛn 	k- 	-ɛn 	even 	*k.rˁan (dial. › *kˁr-) 	orchid
蕑 	蕑 	jiān 	kɛn 	k- 	-ɛn 	even 	*k.rˁen {*k.rˁe[n]} (dial. *k.rˁ- › kˁr-) 	lotus fruit (Ode 145.2)
間 	间 	jiān 	kɛn 	k- 	-ɛn 	even 	*kˁren {*kˁre[n]} 	interval
𡏳 	𡏳 	jiān 	kɛn 	k- 	-ɛn 	even 	*kˁrər {*kˁrə[r]} 	distress, difficulty
艱 	艰 	jiān 	kɛn 	k- 	-ɛn 	even 	*kˁrər {*kˁrə[r]} 	difficulty
囏 	囏 	jiān 	kɛn 	k- 	-ɛn 	even 	*kˁrər {*kˁrə[r]} 	distress, difficulty
兼 	兼 	jiān 	kem 	k- 	-em 	even 	*kˁem {*[k]ˁem} 	combine; at the same time
蒹 	蒹 	jiān 	kem 	k- 	-em 	even 	*kˁem {*[k]ˁem} 	rush, sedge
肩 	肩 	jiān 	ken 	k- 	-en 	even 	*kˁen {*[k]ˁe[n]} 	shoulder (n.)
豣 	豣 	jiān 	ken 	k- 	-en 	even 	*kˁer {*[k]ˁer} 	pig or boar 3 years old
堅 	坚 	jiān 	ken 	k- 	-en 	even 	*kˁiŋ {*kˁi[ŋ]} 	solid, strong
𩱡 	𩱡 	jiān 	kjon 	k- 	-jon 	even 	*C.qan {*C.qa[n]} 	gruel
漸 	渐 	jiān 	tsjem 	ts- 	-jem 	even 	*tsam {*[ts]am} 	moisten
熸 	熸 	jiān 	tsjem 	ts- 	-jem 	even 	*tsom {*ts[o]m} 	extinguish
儉 	俭 	jiǎn 	gjemX 	g- 	-jem 	rising 	*ɡramʔ {*[ɡ]r[a]mʔ} 	restrict， frugal
柬 	柬 	jiǎn 	kɛnX 	k- 	-ɛn 	rising 	*kˁranʔ {*kˁr[a]nʔ} 	select, distinguish
揀 	拣 	jiǎn 	kɛnX 	k- 	-ɛn 	rising 	*kˁranʔ {*kˁr[a]nʔ} 	select
簡 	简 	jiǎn 	kɛnX 	k- 	-ɛn 	rising 	*kˁrenʔ {*kˁre[n]ʔ} 	bamboo slip for writing
簡 	简 	jiǎn 	kɛnX 	k- 	-ɛn 	rising 	*kˁrenʔ {*kˁre[n]ʔ} 	select, large-minded, etc.
檢 	检 	jiǎn 	kjemX 	k- 	-jem 	rising 	*kramʔ {*[k]r[a]mʔ} 	measure (n.)
翦 	翦 	jiǎn 	tsjenX 	ts- 	-jen 	rising 	*tsenʔ {*[ts][e][n]ʔ} 	cut (v.)
荐 	荐 	jiàn 	dzenH 	dz- 	-en 	departing 	*N-tsˁən-s {*N-tsˁə[n]-s} 	grass, herb
荐 	荐 	jiàn 	dzenH 	dz- 	-en 	departing 	*dzˁər-s {*[dz]ˁə[r]-s} 	a second time
漸 	渐 	jiàn 	dzjemX 	dz- 	-jem 	rising 	*dzamʔ {*[dz]amʔ} 	gradually; advance
賤 	贱 	jiàn 	dzjenH 	dz- 	-jen 	departing 	*dzen-s {*[dz][e][n]-s} 	cheap; low, mean
踐 	践 	jiàn 	dzjenX 	dz- 	-jen 	rising 	*dzanʔ {*[dz]a[n]ʔ} 	tread, trample
俴 	俴 	jiàn 	dzjenX 	dz- 	-jen 	rising 	*dzenʔ {*[dz]e[n]ʔ} 	shallow
檻 	槛 	jiàn 	hæmX 	h- 	-æm 	rising 	*ɡˁramʔ {*[ɡ]ˁramʔ} 	straight-jetted (water)
檻 	槛 	jiàn 	hæmX 	h- 	-æm 	rising 	*ɡˁramʔ {*[ɡ]ˁramʔ} 	railing; cage
檻 	槛 	jiàn 	hamX 	h- 	-am 	rising 	*ɡˁamʔ {*[ɡ]ˁamʔ} 	railing; cage
監 	监 	jiàn 	kæmH 	k- 	-æm 	departing 	*kˁram-s 	mirror
澗 	涧 	jiàn 	kænH 	k- 	-æn 	departing 	*kˁran-s {*[k]ˁra[n]-s} 	stream in a ravine
諫 	谏 	jiàn 	kænH 	k- 	-æn 	departing 	*kˁranʔ-s ~ *kˁranʔ 	admonish
見 	见 	jiàn 	kenH 	k- 	-en 	departing 	*kˁen-s {*[k]ˁen-s} 	see (v.)
劍 	剑 	jiàn 	kjæmH 	k- 	-jæm 	departing 	*s.kram-s {*s.kr[a]m-s} 	sword
建 	建 	jiàn 	kjonH 	k- 	-jon 	departing 	*kan-s {*[k]a[n]-s} 	set up, establish
僭 	僭 	jiàn 	tsemH 	ts- 	-em 	departing 	*tsˁem-s {*tsˁ[e]m-s} 	err
薦 	荐 	jiàn 	tsenH 	ts- 	-en 	departing 	*Cə.tsˁər-s {*Cə.[ts]ˁə[r]-s} 	grass, fodder
箭 	箭 	jiàn 	tsjenH 	ts- 	-jen 	departing 	*tsen-s {*[ts]en-s} 	arrow
江 	江 	jiāng 	kæwng 	k- 	-æwng 	even 	*kˁroŋ 	(Yangzi) river
姜 	姜 	jiāng 	kjang 	k- 	-jang 	even 	*C.qaŋ 	a family name
畺 	畺 	jiāng 	kjang 	k- 	-jang 	even 	*kaŋ 	boundary, limit
薑 	薑 	jiāng 	kjang 	k- 	-jang 	even 	*kaŋ 	ginger
疆 	疆 	jiāng 	kjang 	k- 	-jang 	even 	*kaŋ 	boundary
漿 	浆 	jiāng 	tsjang 	ts- 	-jang 	even 	*tsaŋ {*[ts]aŋ} 	drink (n.)
將 	将 	jiāng 	tsjang 	ts- 	-jang 	even 	*tsaŋ {*[ts]aŋ} 	bring
講 	讲 	jiǎng 	kæwngX 	k- 	-æwng 	rising 	*kˁroŋʔ 	explain; discuss
奬 	奬 	jiǎng 	tsjangX 	ts- 	-jang 	rising 	*tsaŋʔ {*[ts]aŋʔ} 	help; encourage
匠 	匠 	jiàng 	dzjangH 	dz- 	-jang 	departing 	*S.baŋ-s {*S.[b]aŋ-s} 	craftsman
虹 	虹 	jiàng 	kæwngH 	k- 	-æwng 	departing 	*kˁroŋ-s 	rainbow
降 	降 	jiàng 	kæwngH 	k- 	-æwng 	departing 	*kˁruŋ-s (? ‹ *-[u]m-s) 	descend
醬 	酱 	jiàng 	tsjangH 	ts- 	-jang 	departing 	*tsaŋ-s {*[ts]aŋ-s} 	sauce
將 	将 	jiàng 	tsjangH 	ts- 	-jang 	departing 	*tsaŋ-s {*[ts]aŋ-s} 	lead (v.); leader
交 	交 	jiāo 	kæw 	k- 	-æw 	even 	*kˁraw {*[k]ˁraw} 	cross (v.)
郊 	郊 	jiāo 	kæw 	k- 	-æw 	even 	*kˁraw {*[k]ˁraw} 	suburb
教 	教 	jiāo 	kæw 	k- 	-æw 	even 	*kˁraw {*[k]ˁraw} 	teach
膠 	胶 	jiāo 	kæw 	k- 	-æw 	even 	*kˁriw {*[k]ˁriw} 	glue
徼 	徼 	jiāo 	kew 	k- 	-ew 	even 	*kˁew {*[k]ˁew} 	seek; follow a course
椒 	椒 	jiāo 	tsew 	ts- 	-ew 	even 	*s.tˁiw 	pepper plant
椒 	椒 	jiāo 	tsjew 	ts- 	-jew 	even 	*S.tew 	pepper plant
絞 	绞 	jiǎo 	kæwX 	k- 	-æw 	rising 	*k-rˁiwʔ {*k-rˁ[i]wʔ} (dial. › *krˁ[i]wʔ) 	twist; strangle
膠 	胶 	jiǎo 	kæwX 	k- 	-æw 	rising 	*kˁriwʔ {*[k]ˁriwʔ} 	glue
攪 	搅 	jiǎo 	kæwX 	k- 	-æw 	rising 	*kˁruʔ 	disturb
鉸 	铰 	jiǎo 	kæwX 	k- 	-æw 	rising 	*mə-kˁrawʔ {*mə-[k]ˁr[a]wʔ} 	shear; scissors
角 	角 	jiǎo 	kæwk 	k- 	-æwk 	entering 	*C.kˁrok 	horn, corner
脚 	脚 	jiǎo 	kjak 	k- 	-jak 	entering 	*kak {*[k]ak} 	leg, foot
腳 	脚 	jiǎo 	kjak 	k- 	-jak 	entering 	*s.kak 	leg, foot
矯 	矫 	jiǎo 	kjewX 	k- 	-jew 	rising 	*kawʔ {*[k](r)[a]wʔ} 	falsify
剿 	剿 	jiǎo 	tsjewX 	ts- 	-jew 	rising 	*tsawʔ {*[ts]awʔ} 	cut off
噍 	噍 	jiào 	dzjewH 	dz- 	-jew 	departing 	*dzewk-s {*[dz]ewk-s} 	chew
覺 	觉 	jiào 	kæwH 	k- 	-æw 	departing 	*kˁruk-s 	awake (v.)
教 	教 	jiào 	kæwH 	k- 	-æw 	departing 	*s.kˁraw-s 	instruction
叫 	叫 	jiào 	kewH 	k- 	-ew 	departing 	*kˁewk-s 	shout
揭 	揭 	jiē 	gjet 	g- 	-jet 	entering 	*m-k‹r›at {*m-[k]‹r›at} 	lift, raise
揭 	揭 	jiē 	gjot 	g- 	-jot 	entering 	*m-kat {*m-[k]at} 	lift
街 	街 	jiē 	kɛ 	k- 	-ɛ 	even 	*kˁre {*[k]ˁre} 	road-crossing
階 	阶 	jiē 	kɛj 	k- 	-ɛj 	even 	*kˁrij 	steps, stairs
皆 	皆 	jiē 	kɛj 	k- 	-ɛj 	even 	*kˁrij 	all
喈 	喈 	jiē 	kɛj 	k- 	-ɛj 	even 	*kˁrəj 	cold
秸 	秸 	jiē 	kɛt 	k- 	-ɛt 	entering 	*kˁrit {*kˁri[t]} 	stalk of grain
揭 	揭 	jiē 	khjejH 	kh- 	-jej 	departing 	*kʰ‹r›at-s {*[k]ʰ‹r›at-s} 	lift up one’s clothes
揭 	揭 	jiē 	khjet 	kh- 	-jet 	entering 	*kʰ‹r›at {*[k]ʰ‹r›at} 	lift
揭 	揭 	jiē 	kjot 	k- 	-jot 	entering 	*kat {*[k]at} 	lift
嗟 	嗟 	jiē 	tsjæ 	ts- 	-jæ 	even 	*tsaj {*tsAj} 	sigh; alas!
椄 	椄 	jiē 	tsjep 	ts- 	-jep 	entering 	*tsap {*[ts]ap} 	peg, tenon
接 	接 	jiē 	tsjep 	ts- 	-jep 	entering 	*tsap {*[ts]ap} 	connect with
捷 	捷 	jié 	dzjep 	dz- 	-jep 	entering 	*dzap {*[dz][a]p} 	victory
桀 	桀 	jié 	gjet 	g- 	-jet 	entering 	*N-k‹r›at {*N-[k]‹r›at} 	remarkable; hero
傑 	杰 	jié 	gjet 	g- 	-jet 	entering 	*N-k‹r›at {*N-[k]‹r›at} 	remarkable; hero
竭 	竭 	jié 	gjet 	g- 	-jet 	entering 	*N-krat {*N-[k]rat} 	exhaust (v.)
桀 	桀 	jié 	gjet 	g- 	-jet 	entering 	*m-k‹r›at {*m-[k]‹r›at} 	perch for fowls
袺 	袺 	jié 	kɛt 	k- 	-ɛt 	entering 	*kˁ‹r›it {*kˁ‹r›i[t]} 	lift up the skirts
潔 	洁 	jié 	ket 	k- 	-et 	entering 	*kˁet {*[k]ˁet} 	pure, purify
拮 	拮 	jié 	ket 	k- 	-et 	entering 	*kˁit {*kˁi[t]} 	grasp (v.)
