ID	SHIJING	BLOCK	CHAPTER	NUMBER	TITLE	STANZA	VERSE	SECTION_NUMBER	RHYME_NUMBER	SECTION	RAW_SECTION	ENDCHAR	NOTE	RHYME	ALTERNATIVE_RHYME	CHARACTER	RHYMEID	MCH	OCH	PWY	YUNBU	SECTIONID	PREINITIAL	INITIAL	MEDIAL	YUN	SUF	OCBSYUN	GSR	GSRCLASS	MCHASCII	OCH_GLOSS	PINYIN	OCBS
2073	shijing	國風	唐風	125	  采苓	125.3	2	1	1	人之無b言	人之無言	、		125.3.b		言	120	ngjon	! *ŋa[n] // *ŋa[n] // *ŋa[n] // *ŋa[r]	ŋan	元1	125.3.2.1		ŋ		a[r]		ar	0251a	251	ngjon	tall	yan2	 ŋ  a[r] 
2074	shijing	國風	唐風	125	  采苓	125.3	2	2	1	苟亦無a從	苟亦無從	。		125.3.a		從	119	dzjowng // dzjowngH // tsjowng (tshjowng)	*tsoŋ // *[dz]oŋ-s // *[dz]oŋ	tshoŋ	東	125.3.2.2		[dz]		oŋ		oŋ	1191d	1191	dzjowng	to follow	cong2	 [dz]  oŋ 
2075	shijing	國風	唐風	125	  采苓	125.3	3	1	1	舍旃舍b旃	舍旃舍旃	、		125.3.b		旃	120	tsyen	?	tjan	元1	125.3.3.1												    
2076	shijing	國風	唐風	125	  采苓	125.3	3	2	1	苟亦無b然	苟亦無然	。		125.3.b		然	120	nyen	*[n]a[n]	njen	元2	125.3.3.2		[n]		a[n]		an	0217a	217	nyen	so, thus; (adv suffix)	ran2	 [n]  a[n] 
2077	shijing	國風	唐風	125	  采苓	125.3	4	1	1	人之為b言	人之為言	、		125.3.b		言	120	ngjon	! *ŋa[n] // *ŋa[n] // *ŋa[n] // *ŋa[r]	ŋan	元1	125.3.4.1		ŋ		a[r]		ar	0251a	251	ngjon	tall	yan2	 ŋ  a[r] 
2078	shijing	國風	唐風	125	  采苓	125.3	4	2	1	胡得b焉	胡得焉	。		125.3.b		焉	120	'jen // hjen ('jon)	*[ʔ]a[n] // *ʔa[n]	qan	元1	125.3.4.2		ʔ		a[n]		an	0200a	200	'jen	how	yan1	 ʔ  a[n] 
2079	shijing	國風	秦風	126	  車鄰	126.1	1	1	1	有車鄰a鄰	有車鄰鄰	、		126.1.a		鄰	121	lin	*(mə.)rə[n]	rin	真1	126.1.1.1	(mə.)	r		ə[n]		ən	0387i	387	lin	group of 5 families; neighbor	lin2	(mə.) r  ə[n] 
2080	shijing	國風	秦風	126	  車鄰	126.1	1	2	1	有馬白a顛	有馬白顛	。		126.1.a		顛	121	ten	*tˤi[n]	tiin	真1	126.1.1.2		tˤ		i[n]		in	0375m	375	ten	top	dian1	 tˤ  i[n] 
2081	shijing	國風	秦風	126	  車鄰	126.1	2	1	1	未見君子	未見君子	、				子	0	tsiX	! *[ts]əʔ // *tsəʔ	?	之	126.1.2.1		ts		əʔ		ə	0964a	964	tsiX	child; gentleman, master	zi3	 ts  əʔ 
2082	shijing	國風	秦風	126	  車鄰	126.1	2	2	1	寺人之a令	寺人之令	。		126.1.a		令	121	leng // ljeng // ljengH (ljen)	*riŋ // *riŋ-s // *[r]ˤiŋ	ɡ-ren	元2	126.1.2.2		[r]ˤ		iŋ		iŋ	0823a	823	leng	脊令 tsjek.leng (a kind of water bird)	ling2	 [r]ˤ  iŋ 
2083	shijing	國風	秦風	126	  車鄰	126.2	1	1	1	阪有a漆	阪有漆	、		126.2.a		漆	122	tshit	*[tsʰ]i[t]	tshiɡ	質2	126.2.1.1		[tsʰ]		i[t]		it	0401b	401	tshit	varnish tree	qi1	 [tsʰ]  i[t] 
2084	shijing	國風	秦風	126	  車鄰	126.2	1	2	1	隰有a栗	隰有栗	。		126.2.a		栗	122	lit	*[r]i[t]	?	質	126.2.1.2		[r]		i[t]		it	0403a	403	lit	chestnut tree	li4	 [r]  i[t] 
2085	shijing	國風	秦風	126	  車鄰	126.2	2	1	1	既見君子	既見君子	、				子	0	tsiX	! *[ts]əʔ // *tsəʔ	?	之	126.2.2.1		ts		əʔ		ə	0964a	964	tsiX	child; gentleman, master	zi3	 ts  əʔ 
2086	shijing	國風	秦風	126	  車鄰	126.2	2	2	1	並坐鼓a瑟	並坐鼓瑟	。		126.2.a		瑟	122	srit	*[s.m]ri[t]	sbriɡ	質2	126.2.2.2	[s.	m]	r	i[t]		it	0411a	411	srit	lute	se4	[s. m] r i[t] 
2087	shijing	國風	秦風	126	  車鄰	126.2	3	1	1	今者不樂	今者不樂	、				樂	0	ngaewk	*[ŋ]ˤrawk	ŋɡraawɡ	藥1	126.2.3.1		[ŋ]ˤ	r	awk		awk	1125a	1125	ngaewk	music	yue4	 [ŋ]ˤ r awk 
2088	shijing	國風	秦風	126	  車鄰	126.2	3	2	1	逝者其a耋	逝者其耋	。		126.2.a		耋	122	det	?	ɡ-liiɡ	質2	126.2.3.2												    
2089	shijing	國風	秦風	126	  車鄰	126.3	1	1	1	阪有a桑	阪有桑	、		126.3.a		桑	123	sang	*[s]ˤaŋ	saaŋ	陽	126.3.1.1		[s]ˤ		aŋ		aŋ	0704a	704	sang	mulberry tree	sang1	 [s]ˤ  aŋ 
2090	shijing	國風	秦風	126	  車鄰	126.3	1	2	1	隰有a楊	隰有楊	。		126.3.a		楊	123	yang	*laŋ	k-laŋ	陽	126.3.1.2		l		aŋ		aŋ	0720q	720	yang	poplar	yang2	 l  aŋ 
2091	shijing	國風	秦風	126	  車鄰	126.3	2	1	1	既見君子	既見君子	、				子	0	tsiX	! *[ts]əʔ // *tsəʔ	?	之	126.3.2.1		ts		əʔ		ə	0964a	964	tsiX	child; gentleman, master	zi3	 ts  əʔ 
2092	shijing	國風	秦風	126	  車鄰	126.3	2	2	1	並坐鼓a簧	並坐鼓簧	。		126.3.a		簧	123	hwang	?	ɡʷaaŋ	陽	126.3.2.2												    
2093	shijing	國風	秦風	126	  車鄰	126.3	3	1	1	今者不樂	今者不樂	、				樂	0	ngaewk	*[ŋ]ˤrawk	ŋɡraawɡ	藥1	126.3.3.1		[ŋ]ˤ	r	awk		awk	1125a	1125	ngaewk	music	yue4	 [ŋ]ˤ r awk 
2094	shijing	國風	秦風	126	  車鄰	126.3	3	2	1	逝者其a亡	逝者其亡	。		126.3.a		亡	123	mjang	*maŋ	maŋ	陽	126.3.3.2		m		aŋ		aŋ	0742a	742	mjang	flee; disappear; die	wang2	 m  aŋ 
2095	shijing	國風	秦風	127	  駟驖	127.1	1	1	1	駟驖孔a阜	駟驖孔阜	、		127.1.a		阜	124	bjuwX	*[b](r)uʔ	?	尤	127.1.1.1		[b]	(r)	uʔ		u	1108a	1108	bjuwX	big mound	fu4	 [b] (r) uʔ 
2096	shijing	國風	秦風	127	  駟驖	127.1	1	2	1	六轡在a手	六轡在手	。		127.1.a		手	124	syuwX	*n̥uʔ	hmljuʔ	幽1	127.1.1.2		n̥		uʔ		u	1101a	1101	syuwX	hand	shou3	 n̥  uʔ 
2097	shijing	國風	秦風	127	  駟驖	127.1	2	1	1	公之媚子	公之媚子	、				子	0	tsiX	! *[ts]əʔ // *tsəʔ	?	之	127.1.2.1		ts		əʔ		ə	0964a	964	tsiX	child; gentleman, master	zi3	 ts  əʔ 
2098	shijing	國風	秦風	127	  駟驖	127.1	2	2	1	從公于a狩	從公于狩	。		127.1.a		狩	124					127.1.2.2	s.	t		uʔ	-s	u	1099c	1099	syuwH	to hunt	shou4	s. t  uʔ -s
2099	shijing	國風	秦風	127	  駟驖	127.2	1	1	1	奉時辰?a牡	奉時辰牡	、				牡	0					127.2.1.1		m	(r)	uʔ		u	1063a	1063	muwX	male	mu3	 m (r) uʔ 
2100	shijing	國風	秦風	127	  駟驖	127.2	1	2	1	辰牡孔a碩	辰牡孔碩	。		127.2.a		碩	125	dzyek	*[d]Ak	djaɡ	鐸	127.2.1.2		[d]		Ak		Ak	0795e	795	dzyek	great, stately	shuo4	 [d]  Ak 
2101	shijing	國風	秦風	127	  駟驖	127.2	2	1	1	公曰左之	公曰左之	、				左	0	tsaH	*tsˤarʔ-s	skaals	歌1	127.2.2.1		tsˤ		arʔ	-s	ar	0005a	5	tsaH	assist	zuo3	 tsˤ  arʔ -s
2102	shijing	國風	秦風	127	  駟驖	127.2	2	2	1	舍拔則a獲	舍拔則獲	。		127.2.a		獲	125	hweak	*m-qʷˤrak	ɢʷreeɡ	錫	127.2.2.2	m-	qʷˤ	r	ak		ak	0784d	784	hweak	catch (v.)	huo4	m- qʷˤ r ak 
2103	shijing	國風	秦風	127	  駟驖	127.3	1	1	1	遊于北a園	遊于北園	、		127.3.a		園	126	hjwon	*C.ɢʷa[n]	ɢʷan	元1	127.3.1.1	C.	ɢʷ		a[n]		an	0256b	256	hjwon	garden	yuan2	C. ɢʷ  a[n] 
2104	shijing	國風	秦風	127	  駟驖	127.3	1	2	1	四馬既a閑	四馬既閑	。		127.3.a		閑	126	hean	! *[g]ˤra[n] // *[g]ˤra[n] // *N-kˤre[n] // *[g]ˤra[n]		元2	127.3.1.2		[g]ˤ	r	a[n]		an	0192a	192	hean	bar, barrier	xian2	 [g]ˤ r a[n] 
2105	shijing	國風	秦風	127	  駟驖	127.3	2	1	1	輶車鸞b鑣	輶車鸞鑣	、		127.3.b		鑣	127	pjew	?	prew	宵2	127.3.2.1												    
2106	shijing	國風	秦風	127	  駟驖	127.3	2	2	1	載獫歇b驕	載獫歇驕	。		127.3.b		驕	127	kjew	?	krew	宵2	127.3.2.2												    
2107	shijing	國風	秦風	128	  小戎	128.1	1	1	1	小戎俴a收	小戎俴收	、		128.1.a		收	128	syuw	*s-kiw	qjiw	幽3	128.1.1.1	s-	k		iw		iw	1103a	1103	syuw	collect; harvest	shou1	s- k  iw 
2108	shijing	國風	秦風	128	  小戎	128.1	1	2	1	五楘梁a輈	五楘梁輈	。		128.1.a		輈	128	trjuw	?	krliw	幽3	128.1.1.2												    
2109	shijing	國風	秦風	128	  小戎	128.1	2	1	1	游環脅b?x驅	游環脅驅	、		128.1.b		驅	129	khju (khjuH)	*[k]ʰ(r)o	khos	侯	128.1.2.1		[k]ʰ	(r)	o		o	0122c	122	khju	drive (horses) forward	qu1	 [k]ʰ (r) o 
2110	shijing	國風	秦風	128	  小戎	128.1	2	2	1	陰靷鋈b續	陰靷鋈續	、		128.1.b		續	129	zjowk	*sə.lok	sɢloɡs	屋	128.1.2.2	sə.	l		ok		ok	1023u	1023	zjowk	continue	xu4	sə. l  ok 
2111	shijing	國風	秦風	128	  小戎	128.1	3	1	1	文茵暢b轂	文茵暢轂	、		128.1.b		轂	129	kuwk	*[k]ˤok	kooɡ	屋	128.1.3.1		[k]ˤ		ok		ok	1226j	1226	kuwk	nave of a wheel	gu3	 [k]ˤ  ok 
2112	shijing	國風	秦風	128	  小戎	128.1	3	2	1	駕我騏b馵	駕我騏馵	。		128.1.b		馵	129	tsyuH	*to(k)-s	tjoɡs	屋	128.1.3.2		t		o(k)	-s	ok	1232a	1232	tsyuH	horse with white left hind leg	zhu4	 t  o(k) -s
2113	shijing	國風	秦風	128	  小戎	128.1	4	1	1	言念君子	言念君子	、				子	0	tsiX	! *[ts]əʔ // *tsəʔ	?	之	128.1.4.1		ts		əʔ		ə	0964a	964	tsiX	child; gentleman, master	zi3	 ts  əʔ 
2114	shijing	國風	秦風	128	  小戎	128.1	4	2	1	溫其如b玉	溫其如玉	。		128.1.b		玉	129	ngjowk	*[ŋ](r)ok	ŋɡoɡ	屋	128.1.4.2		[ŋ]	(r)	ok		ok	1216a	1216	ngjowk	jade	yu4	 [ŋ] (r) ok 
2115	shijing	國風	秦風	128	  小戎	128.1	5	1	1	在其板b屋	在其板屋	、		128.1.b		屋	129	'uwk	*qˤok	?	屋	128.1.5.1		qˤ		ok		ok	1204a	1204	'uwk	house; roof	wu1	 qˤ  ok 
2116	shijing	國風	秦風	128	  小戎	128.1	5	2	1	亂我心b曲	亂我心曲	。		128.1.b		曲	129	khjowk	*kʰ(r)ok	khoɡ	屋	128.1.5.2		kʰ	(r)	ok		ok	1213a	1213	khjowk	to bend	qu1	 kʰ (r) ok 
2117	shijing	國風	秦風	128	  小戎	128.2	1	1	1	四牡孔a阜	四牡孔阜	、		128.2.a		阜	130	bjuwX	*[b](r)uʔ	?	尤	128.2.1.1		[b]	(r)	uʔ		u	1108a	1108	bjuwX	big mound	fu4	 [b] (r) uʔ 
2118	shijing	國風	秦風	128	  小戎	128.2	1	2	1	六轡在a手	六轡在手	、		128.2.a		手	130	syuwX	*n̥uʔ	hmljuʔ	幽1	128.2.1.2		n̥		uʔ		u	1101a	1101	syuwX	hand	shou3	 n̥  uʔ 
2119	shijing	國風	秦風	128	  小戎	128.2	2	1	1	騏騮是b中	騏騮是中	、		128.2.b		中	131	trjuwng	*truŋ	krluŋs	中	128.2.2.1		t	r	uŋ		uŋ	1007a	1007	trjuwng	center	zhong1	 t r uŋ 
2120	shijing	國風	秦風	128	  小戎	128.2	2	2	1	騧驪是b驂	騧驪是驂	、		128.2.b		驂	131	tshom	*m-sˤrum	tshuum	侵3	128.2.2.2	m-	sˤ	r	um		um	0647c	647	tshom	team of three horses	can1	m- sˤ r um 
2121	shijing	國風	秦風	128	  小戎	128.2	3	1	1	龍盾之c合	龍盾之合	、		128.2.c		合	132	hop	*m-kˤop	ɡloob	盍3	128.2.3.1		kˤ		op		op	0675a	675	kop	together; put together; combined	ge3	 kˤ  op 
2122	shijing	國風	秦風	128	  小戎	128.2	3	2	1	鋈以觼c軜	鋈以觼軜	。		128.2.c		軜	132	nop	?	nuub	緝3	128.2.3.2												    
2123	shijing	國風	秦風	128	  小戎	128.2	4	1	1	言念君子	言念君子	、				子	0	tsiX	! *[ts]əʔ // *tsəʔ	?	之	128.2.4.1		ts		əʔ		ə	0964a	964	tsiX	child; gentleman, master	zi3	 ts  əʔ 
2124	shijing	國風	秦風	128	  小戎	128.2	4	2	1	溫其在c邑	溫其在邑	。		128.2.c		邑	132	'ip	*q(r)[ə]p	qrɯb	緝1	128.2.4.2		q	(r)	[ə]p		əp	0683a	683	'ip	city, town	yi4	 q (r) [ə]p 
2125	shijing	國風	秦風	128	  小戎	128.2	5	1	1	方何為d期	方何為期	、		128.2.d		期	133	gi (ki)	*[g](r)ə	kɯ	之	128.2.5.1		[g]	(r)	ə		ə	0952k	952	gi	period of time	qi1	 [g] (r) ə 
2126	shijing	國風	秦風	128	  小戎	128.2	5	2	1	胡然我念d之	胡然我念之	。		128.2.d		之	133	tsyi	*tə	?	之	128.2.5.2		t		ə		ə	0962a	962	tsyi	(3p object pronoun; attributive particle)	zhi1	 t  ə 
2127	shijing	國風	秦風	128	  小戎	128.3	1	1	1	俴駟孔a群	俴駟孔群	、		128.3.a		群	134	gjun	*[g]ur	ɡlun	文2	128.3.1.1		[g]		ur		ur	-459	459	gjun	flock, herd, group	qun2	 [g]  ur 
2128	shijing	國風	秦風	128	  小戎	128.3	1	2	1	厹矛鋈a?x錞	厹矛鋈錞	、		128.3.a		錞	134	dzywin	?	djun	文2	128.3.1.2												    
2129	shijing	國風	秦風	128	  小戎	128.3	2	1	1	蒙伐有a?x苑	蒙伐有苑	、		128.3.a		苑	134	'jwonX // 'jwonX	*[ʔ]o[r]ʔ	qons	元3	128.3.2.1		[ʔ]		o[r]ʔ		or	0260d	260	'jwonX	park for hunting	yuan3	 [ʔ]  o[r]ʔ 
2130	shijing	國風	秦風	128	  小戎	128.3	2	2	1	虎韔鏤b膺	虎韔鏤膺	、		128.3.b		膺	135	'ing	*[q](r)əŋ	qɯŋ	蒸	128.3.2.2		[q]	(r)	əŋ		əŋ	0890e	890	'ing	breast(plate); oppose	ying1	 [q] (r) əŋ 
2131	shijing	國風	秦風	128	  小戎	128.3	3	1	1	交韔二b弓	交韔二弓	、		128.3.b		弓	135	kjuwng	*kʷəŋ	kʷɯŋ	蒸	128.3.3.1		kʷ		əŋ		əŋ	0901a	901	kjuwng	bow (n.)	gong1	 kʷ  əŋ 
2132	shijing	國風	秦風	128	  小戎	128.3	3	2	1	竹閉緄b縢	竹閉緄縢	。		128.3.b		縢	135	dong	*lˤəŋ	lɯɯŋ	蒸	128.3.3.2		lˤ		əŋ		əŋ	0893t	893	dong	tie; band	teng2	 lˤ  əŋ 
2133	shijing	國風	秦風	128	  小戎	128.3	4	1	1	言念君子	言念君子	、				子	0	tsiX	! *[ts]əʔ // *tsəʔ	?	之	128.3.4.1		ts		əʔ		ə	0964a	964	tsiX	child; gentleman, master	zi3	 ts  əʔ 
2134	shijing	國風	秦風	128	  小戎	128.3	4	2	1	載寢載b興	載寢載興	。		128.3.b		興	135	xing	*qʰ(r)əŋ	qhɯŋ	蒸	128.3.4.2		qʰ	(r)	əŋ		əŋ	0889a	889	xing	lift, rise	xing1	 qʰ (r) əŋ 
2135	shijing	國風	秦風	128	  小戎	128.3	5	1	1	厭厭良?b人	厭厭良人	、				人	0	nyin	*ni[ŋ]	njin	真1	128.3.5.1		n		i[ŋ]		iŋ	0388a	388	nyin	(other) person	ren2	 n  i[ŋ] 
2136	shijing	國風	秦風	128	  小戎	128.3	5	2	1	秩秩德b?x音	秩秩德音	。		128.3.b		音	135	'im	*[q](r)əm	qrɯm	侵1	128.3.5.2		[q]	(r)	əm		əm	0653a	653	'im	sound, tone	yin1	 [q] (r) əm 
2137	shijing	國風	秦風	129	  蒹葭	129.1	1	1	1	蒹葭a蒼a蒼	蒹葭蒼蒼	、		129.1.a		蒼	136	tshang	*[tsʰ]ˤaŋ	skhaaŋ	陽	129.1.1.1		[tsʰ]ˤ		aŋ		aŋ	0703e	703	tshang	deep blue or green	cang1	 [tsʰ]ˤ  aŋ 
2138	shijing	國風	秦風	129	  蒹葭	129.1	1	1	2	蒹葭a蒼a蒼	蒹葭蒼蒼	、		129.1.a		蒼	136	tshang	*[tsʰ]ˤaŋ	skhaaŋ	陽	129.1.1.1		[tsʰ]ˤ		aŋ		aŋ	0703e	703	tshang	deep blue or green	cang1	 [tsʰ]ˤ  aŋ 
2139	shijing	國風	秦風	129	  蒹葭	129.1	1	2	1	白露為a霜	白露為霜	。		129.1.a		霜	136	srjang	*[s]raŋ	sqraŋ	陽	129.1.1.2		[s]	r	aŋ		aŋ	0731g	731	srjang	hoar-frost	shuang1	 [s] r aŋ 
2140	shijing	國風	秦風	129	  蒹葭	129.1	2	1	1	所謂伊人	所謂伊人	、				人	0	nyin	*ni[ŋ]	njin	真1	129.1.2.1		n		i[ŋ]		iŋ	0388a	388	nyin	(other) person	ren2	 n  i[ŋ] 
2141	shijing	國風	秦風	129	  蒹葭	129.1	2	2	1	在水一a方	在水一方	。		129.1.a		方	136	pjang	! *C-paŋ // *paŋ // *paŋ	paŋ	陽	129.1.2.2		p		aŋ		aŋ	0740a	740	pjang	just, then	fang1	 p  aŋ 
2142	shijing	國風	秦風	129	  蒹葭	129.1	3	1	1	溯洄從之	溯洄從之	、				從	0	dzjowng // dzjowngH // tsjowng (tshjowng)	*tsoŋ // *[dz]oŋ-s // *[dz]oŋ	tshoŋ	東	129.1.3.1		[dz]		oŋ		oŋ	1191d	1191	dzjowng	to follow	cong2	 [dz]  oŋ 
2143	shijing	國風	秦風	129	  蒹葭	129.1	3	2	1	道阻且a長	道阻且長	。		129.1.a		長	136	drjang	*Cə-[N]-traŋ	ɡrlaŋ	陽	129.1.3.2		t	r	aŋʔ		aŋ	0721a	721	trjangX	grow; elder	zhang3	 t r aŋʔ 
2144	shijing	國風	秦風	129	  蒹葭	129.1	4	1	1	溯游從之	溯游從之	、				從	0	dzjowng // dzjowngH // tsjowng (tshjowng)	*tsoŋ // *[dz]oŋ-s // *[dz]oŋ	tshoŋ	東	129.1.4.1		[dz]		oŋ		oŋ	1191d	1191	dzjowng	to follow	cong2	 [dz]  oŋ 
2145	shijing	國風	秦風	129	  蒹葭	129.1	4	2	1	宛在水中a央	宛在水中央	。		129.1.a		央	136	'jang	*ʔaŋ	qaŋ	陽	129.1.4.2		ʔ		aŋ		aŋ	0718a	718	'jang	center (n.)	yang1	 ʔ  aŋ 
2146	shijing	國風	秦風	129	  蒹葭	129.2	1	1	1	蒹葭a萋a萋	蒹葭萋萋	、		129.2.a		萋	137	tshej	*[tsʰ]ˤəj		脂1	129.2.1.1		[tsʰ]ˤ		əj		əj	0592g	592	tshej	ample, rich, luxuriant	qi1	 [tsʰ]ˤ  əj 
2147	shijing	國風	秦風	129	  蒹葭	129.2	1	1	2	蒹葭a萋a萋	蒹葭萋萋	、		129.2.a		萋	137	tshej	*[tsʰ]ˤəj		脂1	129.2.1.1		[tsʰ]ˤ		əj		əj	0592g	592	tshej	ample, rich, luxuriant	qi1	 [tsʰ]ˤ  əj 
2148	shijing	國風	秦風	129	  蒹葭	129.2	1	2	1	白露未a晞	白露未晞	。		129.2.a		晞	137	xj+j	?	qhlɯl	微1	129.2.1.2												    
2149	shijing	國風	秦風	129	  蒹葭	129.2	2	1	1	所謂伊人	所謂伊人	、				人	0	nyin	*ni[ŋ]	njin	真1	129.2.2.1		n		i[ŋ]		iŋ	0388a	388	nyin	(other) person	ren2	 n  i[ŋ] 
2150	shijing	國風	秦風	129	  蒹葭	129.2	2	2	1	在水之a湄	在水之湄	。		129.2.a		湄	137	mij	?	?	脂	129.2.2.2												    
2151	shijing	國風	秦風	129	  蒹葭	129.2	3	1	1	溯洄從之	溯洄從之	、				從	0	dzjowng // dzjowngH // tsjowng (tshjowng)	*tsoŋ // *[dz]oŋ-s // *[dz]oŋ	tshoŋ	東	129.2.3.1		[dz]		oŋ		oŋ	1191d	1191	dzjowng	to follow	cong2	 [dz]  oŋ 
2152	shijing	國風	秦風	129	  蒹葭	129.2	3	2	1	道阻且a躋	道阻且躋	。		129.2.a		躋	137	tsej (tsejH)	*[ts]ˤəj	tsiils	脂1	129.2.3.2		[ts]ˤ		əj		əj	0593p	593	tsej	ascend	ji1	 [ts]ˤ  əj 
2153	shijing	國風	秦風	129	  蒹葭	129.2	4	1	1	溯游從之	溯游從之	、				從	0	dzjowng // dzjowngH // tsjowng (tshjowng)	*tsoŋ // *[dz]oŋ-s // *[dz]oŋ	tshoŋ	東	129.2.4.1		[dz]		oŋ		oŋ	1191d	1191	dzjowng	to follow	cong2	 [dz]  oŋ 
2154	shijing	國風	秦風	129	  蒹葭	129.2	4	2	1	宛在水中a坻	宛在水中坻	。		129.2.a		坻	137	drij (tejX)	*[d]rij	tiilʔ	脂1	129.2.4.2		[d]	r	ij		ij	0590l	590	drij	islet	chi2	 [d] r ij 
2155	shijing	國風	秦風	129	  蒹葭	129.3	1	1	1	蒹葭a采a采	蒹葭采采	、		129.3.a		采	138	tshojX	*s.r̥ˤəʔ	tshɯɯʔ	之	129.3.1.1	s.	r̥ˤ		əʔ		ə	0942a	942	tshojX	colorful	cai3	s. r̥ˤ  əʔ 
2156	shijing	國風	秦風	129	  蒹葭	129.3	1	1	2	蒹葭a采a采	蒹葭采采	、		129.3.a		采	138	tshojX	*s.r̥ˤəʔ	tshɯɯʔ	之	129.3.1.1	s.	r̥ˤ		əʔ		ə	0942a	942	tshojX	colorful	cai3	s. r̥ˤ  əʔ 
2157	shijing	國風	秦風	129	  蒹葭	129.3	1	2	1	白露未a已	白露未已	。		129.3.a		已	138	yiX (yiH)	*ɢ(r)əʔ	?	之	129.3.1.2		ɢ	(r)	əʔ		ə	0977a	977	yiX	cease; already	yi3	 ɢ (r) əʔ 
2158	shijing	國風	秦風	129	  蒹葭	129.3	2	1	1	所謂伊人	所謂伊人	、				人	0	nyin	*ni[ŋ]	njin	真1	129.3.2.1		n		i[ŋ]		iŋ	0388a	388	nyin	(other) person	ren2	 n  i[ŋ] 
2159	shijing	國風	秦風	129	  蒹葭	129.3	2	2	1	在水之a涘	在水之涘	。		129.3.a		涘	138		?			129.3.2.2												    
2160	shijing	國風	秦風	129	  蒹葭	129.3	3	1	1	溯洄從之	溯洄從之	、				從	0	dzjowng // dzjowngH // tsjowng (tshjowng)	*tsoŋ // *[dz]oŋ-s // *[dz]oŋ	tshoŋ	東	129.3.3.1		[dz]		oŋ		oŋ	1191d	1191	dzjowng	to follow	cong2	 [dz]  oŋ 
2161	shijing	國風	秦風	129	  蒹葭	129.3	3	2	1	道阻且a右	道阻且右	。		129.3.a		右	138	hjuwX // hjuwH	! *[ɢ]ʷəʔ // *[ɢ]ʷəʔ-s	ɢʷɯs	之	129.3.3.2		[ɢ]ʷ		əʔ	-s	ə	0995i	995	hjuwH	right hand	you4	 [ɢ]ʷ  əʔ -s
2162	shijing	國風	秦風	129	  蒹葭	129.3	4	1	1	溯游從之	溯游從之	、				從	0	dzjowng // dzjowngH // tsjowng (tshjowng)	*tsoŋ // *[dz]oŋ-s // *[dz]oŋ	tshoŋ	東	129.3.4.1		[dz]		oŋ		oŋ	1191d	1191	dzjowng	to follow	cong2	 [dz]  oŋ 
2163	shijing	國風	秦風	129	  蒹葭	129.3	4	2	1	宛在水中a沚	宛在水中沚	。		129.3.a		沚	138	tsyiX	?	?	之	129.3.4.2												    
184	shijing	國風	召南	13	 采蘩	13.1	1	1	1	于以采蘩	于以采蘩	、				蘩	0	bjon	?	ban	元1	13.1.1.1												    
185	shijing	國風	召南	13	 采蘩	13.1	1	2	1	于沼于a沚	于沼于沚	。		13.1.a		沚	139	tsyiX	?	?	之	13.1.1.2												    
186	shijing	國風	召南	13	 采蘩	13.1	2	1	1	于以用之	于以用之	、				用	0	yowngH	*loŋ-s	k-loŋs	東	13.1.2.1		l		oŋ	-s	oŋ	1185a	1185	yowngH	use (v.)	yong4	 l  oŋ -s
187	shijing	國風	召南	13	 采蘩	13.1	2	2	1	公侯之a事	公侯之事	。		13.1.a		事	139	dzriH (tsriH)	*[m-s-]rəʔ-s	tsrɯs	之	13.1.2.2	[m-s-]	r		əʔ	-s	ə	0971a	971	dzriH	serve; service, affair	shi4	[m-s-] r  əʔ -s
188	shijing	國風	召南	13	 采蘩	13.2	1	1	1	于以采蘩	于以采蘩	、				蘩	0	bjon	?	ban	元1	13.2.1.1												    
189	shijing	國風	召南	13	 采蘩	13.2	1	2	1	于澗之a中	于澗之中	。		13.2.a		中	140	trjuwng	*truŋ	krluŋs	中	13.2.1.2		t	r	uŋ		uŋ	1007a	1007	trjuwng	center	zhong1	 t r uŋ 
190	shijing	國風	召南	13	 采蘩	13.2	2	1	1	于以用之	于以用之	、				用	0	yowngH	*loŋ-s	k-loŋs	東	13.2.2.1		l		oŋ	-s	oŋ	1185a	1185	yowngH	use (v.)	yong4	 l  oŋ -s
191	shijing	國風	召南	13	 采蘩	13.2	2	2	1	公侯之a宮	公侯之宮	。		13.2.a		宮	140	kjuwng	*k(r)uŋ	kuŋ	中	13.2.2.2		k	(r)	uŋ		uŋ	1006a	1006	kjuwng	dwelling; palace; note of scale	gong1	 k (r) uŋ 
192	shijing	國風	召南	13	 采蘩	13.3	1	1	1	被之僮a僮	被之僮僮	、		13.3.a		僮	141	duwng	?	dooŋ	東	13.3.1.1												    
193	shijing	國風	召南	13	 采蘩	13.3	1	2	1	夙夜在a公	夙夜在公	。		13.3.a		公	141	kuwng	*C.qˤoŋ	klooŋ	東	13.3.1.2	C.	qˤ		oŋ		oŋ	1173a	1173	kuwng	father; prince	gong1	C. qˤ  oŋ 
194	shijing	國風	召南	13	 采蘩	13.3	2	1	1	被之b祁b祁	被之祁祁	、		13.3.b		祁	142	gij (tsyijX)	*[g]rə[j] // *[g]rij	kljilʔ	脂1	13.3.2.1		[g]	r	ij		ij	0553i	553	gij	(place name)	qi2	 [g] r ij 
195	shijing	國風	召南	13	 采蘩	13.3	2	1	2	被之b祁b祁	被之祁祁	、		13.3.b		祁	142	gij (tsyijX)	*[g]rə[j] // *[g]rij	kljilʔ	脂1	13.3.2.1		[g]	r	ij		ij	0553i	553	gij	(place name)	qi2	 [g] r ij 
